KEGG_ID	Metabolism	Pathways	Genes	Genes_name	Isoforms
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	SGPL1	sphingosine-1-phosphate	sphingosine-1-phosphate lyase 1
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	SGPP1	sphingosine-1-phosphate	sphingosine-1-phosphate phosphatase 1
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	SGPP2	sphingosine-1-phosphate	sphingosine-1-phosphate phosphatase 2
hsa00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)	SHMT1	serine	serine hydroxymethyltransferase 1
hsa00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)	SHMT2	serine	serine hydroxymethyltransferase 2
hsa00030	Carbohydrate metabolism	Pentose phosphate pathway - Homo sapiens (human)	SHPK	sedoheptulokinase	sedoheptulokinase
hsa00052	Carbohydrate metabolism	Galactose metabolism - Homo sapiens (human)	SI	sucrase-isomaltase	sucrase-isomaltase
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	SIRT1	sirtuin	sirtuin 1
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	SIRT2	sirtuin	sirtuin 2
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	SIRT3	sirtuin	sirtuin 3
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	SIRT4	sirtuin	sirtuin 4
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	SIRT5	sirtuin	sirtuin 5
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	SIRT6	sirtuin	sirtuin 6
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	SIRT7	sirtuin	sirtuin 7
hsa00120	Lipid metabolism	Primary bile acid biosynthesis - Homo sapiens (human)	SLC27A5	solute	solute carrier family 27 member 5
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	SMOX	spermine	spermine oxidase
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	SMPD1	sphingomyelin	sphingomyelin phosphodiesterase 1
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	SMPD2	sphingomyelin	sphingomyelin phosphodiesterase 2
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	SMPD3	sphingomyelin	sphingomyelin phosphodiesterase 3
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	SMPD4	sphingomyelin	sphingomyelin phosphodiesterase 4
hsa00270	Amino acid metabolism	Cysteine and methionine metabolism - Homo sapiens (human)	SMS	spermine	spermine synthase
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	SMYD1	SET	SET and MYND domain containing 1
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	SMYD2	SET	SET and MYND domain containing 2
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	SMYD3	SET	SET and MYND domain containing 3
hsa00100	Lipid metabolism	Steroid biosynthesis - Homo sapiens (human)	SOAT1	sterol	sterol O-acyltransferase 1
hsa00100	Lipid metabolism	Steroid biosynthesis - Homo sapiens (human)	SOAT2	sterol	sterol O-acyltransferase 2
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	SORD	sorbitol	sorbitol dehydrogenase
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	SPHK1	sphingosine	sphingosine kinase 1
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	SPHK2	sphingosine	sphingosine kinase 2
hsa00790	Metabolism of cofactors and vitamins	Folate biosynthesis - Homo sapiens (human)	SPR	sepiapterin	sepiapterin reductase
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	SPTLC1	serine	serine palmitoyltransferase long chain base subunit 1
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	SPTLC2	serine	serine palmitoyltransferase long chain base subunit 2
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	SPTLC3	serine	serine palmitoyltransferase long chain base subunit 3
hsa00100	Lipid metabolism	Steroid biosynthesis - Homo sapiens (human)	SQLE	squalene	squalene epoxidase
hsa00920	Energy metabolism	Sulfur metabolism - Homo sapiens (human)	SQRDL	sulfide	sulfide quinone oxidoreductase
hsa00140	Lipid metabolism	Steroid hormone biosynthesis - Homo sapiens (human)	SRD5A1	steroid	steroid 5 alpha-reductase 1
hsa00140	Lipid metabolism	Steroid hormone biosynthesis - Homo sapiens (human)	SRD5A2	steroid	steroid 5 alpha-reductase 2
hsa00140	Lipid metabolism	Steroid hormone biosynthesis - Homo sapiens (human)	SRD5A3	steroid	steroid 5 alpha-reductase 3
hsa00270	Amino acid metabolism	Cysteine and methionine metabolism - Homo sapiens (human)	SRM	spermidine	spermidine synthase
hsa00260	Amino acid metabolism	Glycine, serine and threonine metabolism - Homo sapiens (human)	SRR	serine	serine racemase
hsa00670	Metabolism of cofactors and vitamins	One carbon pool by folate - Homo sapiens (human)	ST20-MTHFS	ST20-MTHFS	ST20-MTHFS readthrough
hsa00140	Lipid metabolism	Steroid hormone biosynthesis - Homo sapiens (human)	STS	steroid	steroid sulfatase
hsa00020	Carbohydrate metabolism	Citrate cycle (TCA cycle) - Homo sapiens (human)	SUCLA2	succinate-CoA	succinate-CoA ligase ADP-forming subunit beta
hsa00020	Carbohydrate metabolism	Citrate cycle (TCA cycle) - Homo sapiens (human)	SUCLG1	succinate-CoA	succinate-CoA ligase GDP/ADP-forming subunit alpha
hsa00020	Carbohydrate metabolism	Citrate cycle (TCA cycle) - Homo sapiens (human)	SUCLG2	succinate-CoA	succinate-CoA ligase GDP-forming subunit beta
hsa00140	Lipid metabolism	Steroid hormone biosynthesis - Homo sapiens (human)	SULT1E1	sulfotransferase	sulfotransferase family 1E member 1
hsa00140	Lipid metabolism	Steroid hormone biosynthesis - Homo sapiens (human)	SULT2B1	sulfotransferase	sulfotransferase family 2B member 1
hsa00920	Energy metabolism	Sulfur metabolism - Homo sapiens (human)	SUOX	sulfite	sulfite oxidase
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	SUV39H1	SUV39H1	SUV39H1 histone lysine methyltransferase
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	SUV39H2	SUV39H2	SUV39H2 histone lysine methyltransferase
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	SUV420H1	lysine	lysine methyltransferase 5B
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	SUV420H2	lysine	lysine methyltransferase 5C
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	SYNJ1	synaptojanin	synaptojanin 1
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	SYNJ2	synaptojanin	synaptojanin 2
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	SYNJ2BP-COX16	cytochrome	cytochrome c oxidase subunit I
hsa00030	Carbohydrate metabolism	Pentose phosphate pathway - Homo sapiens (human)	TALDO1	transaldolase	transaldolase 1
hsa00270	Amino acid metabolism	Cysteine and methionine metabolism - Homo sapiens (human)	TAT	tyrosine	tyrosine aminotransferase
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	TAZ	tafazzin,	tafazzin, phospholipid-lysophospholipid transacylase
hsa00590	Lipid metabolism	Arachidonic acid metabolism - Homo sapiens (human)	TBXAS1	thromboxane	thromboxane A synthase 1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	TCIRG1	T	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3
hsa00380	Amino acid metabolism	Tryptophan metabolism - Homo sapiens (human)	TDO2	tryptophan	tryptophan 2,3-dioxygenase
hsa00062	Lipid metabolism	Fatty acid elongation - Homo sapiens (human)	TECR	trans-2,3-enoyl-CoA	trans-2,3-enoyl-CoA reductase
hsa00350	Amino acid metabolism	Tyrosine metabolism - Homo sapiens (human)	TH	tyrosine	tyrosine hydroxylase
hsa00062	Lipid metabolism	Fatty acid elongation - Homo sapiens (human)	THEM4	thioesterase	thioesterase superfamily member 4
hsa00062	Lipid metabolism	Fatty acid elongation - Homo sapiens (human)	THEM5	thioesterase	thioesterase superfamily member 5
hsa00730	Metabolism of cofactors and vitamins	Thiamine metabolism - Homo sapiens (human)	THTPA	thiamine	thiamine triphosphatase
hsa00051	Carbohydrate metabolism	Fructose and mannose metabolism - Homo sapiens (human)	TIGAR	TP53	TP53 induced glycolysis regulatory phosphatase
hsa00240	Nucleotide metabolism	Pyrimidine metabolism - Homo sapiens (human)	TK1	thymidine	thymidine kinase 1
hsa00240	Nucleotide metabolism	Pyrimidine metabolism - Homo sapiens (human)	TK2	thymidine	thymidine kinase 2
hsa00051	Carbohydrate metabolism	Fructose and mannose metabolism - Homo sapiens (human)	TKFC	triokinase	triokinase and FMN cyclase
hsa00030	Carbohydrate metabolism	Pentose phosphate pathway - Homo sapiens (human)	TKT	transketolase	transketolase
hsa00030	Carbohydrate metabolism	Pentose phosphate pathway - Homo sapiens (human)	TKTL1	transketolase	transketolase like 1
hsa00030	Carbohydrate metabolism	Pentose phosphate pathway - Homo sapiens (human)	TKTL2	transketolase	transketolase like 2
hsa00100	Lipid metabolism	Steroid biosynthesis - Homo sapiens (human)	TM7SF2	transmembrane	transmembrane 7 superfamily member 2
hsa00565	Lipid metabolism	Ether lipid metabolism - Homo sapiens (human)	TMEM189-UBE2V1	plasmanylethanolamine	plasmanylethanolamine desaturase 1
hsa00565	Lipid metabolism	Ether lipid metabolism - Homo sapiens (human)	PEDS1-UBE2V1	PEDS1-UBE2V1	PEDS1-UBE2V1 readthrough
hsa00565	Lipid metabolism	Ether lipid metabolism - Homo sapiens (human)	TMEM86B	transmembrane	transmembrane protein 86B
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	TMLHE	trimethyllysine	trimethyllysine hydroxylase, epsilon
hsa00380	Amino acid metabolism	Tryptophan metabolism - Homo sapiens (human)	TPH1	tryptophan	tryptophan hydroxylase 1
hsa00380	Amino acid metabolism	Tryptophan metabolism - Homo sapiens (human)	TPH2	tryptophan	tryptophan hydroxylase 2
hsa00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis - Homo sapiens (human)	TPI1	triosephosphate	triosephosphate isomerase 1
hsa00730	Metabolism of cofactors and vitamins	Thiamine metabolism - Homo sapiens (human)	TPK1	thiamin	thiamin pyrophosphokinase 1
hsa00350	Amino acid metabolism	Tyrosine metabolism - Homo sapiens (human)	TPO	thyroid	thyroid peroxidase
hsa00500	Carbohydrate metabolism	Starch and sucrose metabolism - Homo sapiens (human)	TREH	trehalase	trehalase
hsa00920	Energy metabolism	Sulfur metabolism - Homo sapiens (human)	TST	thiosulfate	thiosulfate sulfurtransferase
hsa00051	Carbohydrate metabolism	Fructose and mannose metabolism - Homo sapiens (human)	TSTA3	GDP-L-fucose	GDP-L-fucose synthase
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	TXNDC12	thioredoxin	thioredoxin domain containing 12
hsa00450	Metabolism of other amino acids	Selenocompound metabolism - Homo sapiens (human)	TXNRD1	thioredoxin	thioredoxin reductase 1
hsa00450	Metabolism of other amino acids	Selenocompound metabolism - Homo sapiens (human)	TXNRD2	thioredoxin	thioredoxin reductase 2
hsa00450	Metabolism of other amino acids	Selenocompound metabolism - Homo sapiens (human)	TXNRD3	thioredoxin	thioredoxin reductase 3
hsa00240	Nucleotide metabolism	Pyrimidine metabolism - Homo sapiens (human)	TYMP	thymidine	thymidine phosphorylase
hsa00240	Nucleotide metabolism	Pyrimidine metabolism - Homo sapiens (human)	THYMIDILATESYNTHASE	thymidylate	thymidylate synthetase
hsa00350	Amino acid metabolism	Tyrosine metabolism - Homo sapiens (human)	TYR	tyrosinase	tyrosinase
hsa00350	Amino acid metabolism	Tyrosine metabolism - Homo sapiens (human)	TYRP1	tyrosinase	tyrosinase related protein 1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	TYSND1	NADH	NADH dehydrogenase subunit 1
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	UAP1	UDP-N-acetylglucosamine	UDP-N-acetylglucosamine pyrophosphorylase 1
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	UAP1L1	UDP-N-acetylglucosamine	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
hsa00240	Nucleotide metabolism	Pyrimidine metabolism - Homo sapiens (human)	UCK1	uridine-cytidine	uridine-cytidine kinase 1
hsa00240	Nucleotide metabolism	Pyrimidine metabolism - Homo sapiens (human)	UCK2	uridine-cytidine	uridine-cytidine kinase 2
hsa00240	Nucleotide metabolism	Pyrimidine metabolism - Homo sapiens (human)	UCKL1	uridine-cytidine	uridine-cytidine kinase 1 like 1
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	UGCG	UDP-glucose	UDP-glucose ceramide glucosyltransferase
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGDH	UDP-glucose	UDP-glucose 6-dehydrogenase
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGP2	UDP-glucose	UDP-glucose pyrophosphorylase 2
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A1	UDP	UDP glucuronosyltransferase family 1 member A1
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A10	UDP	UDP glucuronosyltransferase family 1 member A10
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A3	UDP	UDP glucuronosyltransferase family 1 member A3
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A4	UDP	UDP glucuronosyltransferase family 1 member A4
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A5	UDP	UDP glucuronosyltransferase family 1 member A5
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A6	UDP	UDP glucuronosyltransferase family 1 member A6
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A7	UDP	UDP glucuronosyltransferase family 1 member A7
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A8	UDP	UDP glucuronosyltransferase family 1 member A8
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT1A9	UDP	UDP glucuronosyltransferase family 1 member A9
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2A1	UDP	UDP glucuronosyltransferase family 2 member A1 complex locus
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2A2	UDP	UDP glucuronosyltransferase family 2 member A2
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2A3	UDP	UDP glucuronosyltransferase family 2 member A3
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2B10	UDP	UDP glucuronosyltransferase family 2 member B10
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2B11	UDP	UDP glucuronosyltransferase family 2 member B11
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2B15	UDP	UDP glucuronosyltransferase family 2 member B15
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2B17	UDP	UDP glucuronosyltransferase family 2 member B17
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2B28	UDP	UDP glucuronosyltransferase family 2 member B28
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2B4	UDP	UDP glucuronosyltransferase family 2 member B4
hsa00040	Carbohydrate metabolism	Pentose and glucuronate interconversions - Homo sapiens (human)	UGT2B7	UDP	UDP glucuronosyltransferase family 2 member B7
hsa00565	Lipid metabolism	Ether lipid metabolism - Homo sapiens (human)	UGT8	UDP	UDP glycosyltransferase 8
hsa00240	Nucleotide metabolism	Pyrimidine metabolism - Homo sapiens (human)	UMPS	uridine	uridine monophosphate synthetase
hsa00240	Nucleotide metabolism	Pyrimidine metabolism - Homo sapiens (human)	UPB1	beta-ureidopropionase	beta-ureidopropionase 1
hsa00240	Nucleotide metabolism	Pyrimidine metabolism - Homo sapiens (human)	UPP1	uridine	uridine phosphorylase 1
hsa00240	Nucleotide metabolism	Pyrimidine metabolism - Homo sapiens (human)	UPP2	uridine	uridine phosphorylase 2
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	UQCR10	ubiquinol-cytochrome	ubiquinol-cytochrome c reductase, complex III subunit X
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	UQCR11	ubiquinol-cytochrome	ubiquinol-cytochrome c reductase, complex III subunit XI
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	UQCRB	ubiquinol-cytochrome	ubiquinol-cytochrome c reductase binding protein
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	UQCRC1	ubiquinol-cytochrome	ubiquinol-cytochrome c reductase core protein 1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	UQCRC2	ubiquinol-cytochrome	ubiquinol-cytochrome c reductase core protein 2
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	UQCRFS1	ubiquinol-cytochrome	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	UQCRH	ubiquinol-cytochrome	ubiquinol-cytochrome c reductase hinge protein
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	UQCRHL	ubiquinol-cytochrome	ubiquinol-cytochrome c reductase hinge protein like
