ID	LncRNA name	Species	Biological processes	Cellular component	Molecular fucntions	Clinical applications	Disease	Disease category	drug Resistance/chemoresistance/stress	Mutation	Methods	Sample	Organoid	Expression pattern	Function type	Interaction target	Mode of interaction	Expression pattern of Interaction target	Level of interaction	Type of interaction	Detailed Pathway	PMID	Year	Description of disease/function/interaction
EL5728	TRERNA1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Therapeutic target	hepatocellular carcinoma	Cancer	N/A	N/A	qRT-PCR, ChIP, RIP, IP, WB	hepatocellular carcinoma (HCC) cell	N/A	up-regulated	interaction	EHMT2	Regulate	N/A	lncRNA-Protein	binding	TRERNA1丨promotes丨cell metastasis and the invasion of HCC丨via丨the recruitment of EHMT2 and/or the EHMT2/SNAI1 complex丨to丨suppress CDH1	31012192	2019	TRERNA1 in metastatic HCC and provides a potential targeted therapy for HCC patients.
EL5728	TRERNA1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Metastasis 	gastric cancer	Cancer	N/A	N/A	RIP, ChIP	Gastric Cancer tissues	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	TRERNA1丨functions as丨a scaffold丨to丨recruit丨EZH2 to丨silence丨epithelial-mesenchymal transition marker CDH1丨by丨H3K27me3 of its promoter region	28918030	2017	TRERNA1 knockdown markedly reduced GC cell migration, invasion, tumorigenicity, and metastasis.
EL5728	TRERNA1	Homo sapiens	Cell proliferation	N/A	Gene regulation	Therapeutic target	diffuse large B-cell lymphoma	Cancer	N/A	N/A	qRT-PCR, Western blot	DLBCL cells	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	TRERNA1|bind|EZH2	35031597	2022	ALKBH5-mediated N(6)-methyladenosine modification of TRERNA1 promotes DLBCL proliferation via p21 downregulation.
EL5748	TSPEAR-AS2	Homo sapiens	Disease-relevant functions	Cytoplasm, Nucleus	Decoy for hijacking proteins	Disease treatment	gastric cancer	Cancer	N/A	N/A	Luciferase reporter assays, immunofluorescence assay	Gastric cancer tissue	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	TSPEAR-AS2 |bind|EZH2| bind | GJA1 | promote | gastric carcinoma Progression	33294297	2020	BTEB2-Activated lncRNA TSPEAR-AS2 Drives GC(gastric carcinoma) Progression through Suppressing GJA1 Expression and Upregulating CLDN4 Expression.
EL5763	TTTY15	Homo sapiens	Cell proliferation	N/A	Gene regulation	Inhibit disease	non-small cell lung cancer	Cancer	N/A	N/A	knockdown, RIP, ChIP	NSCLC tissues	N/A	down-regulated	interaction	DNMT3A	Regulate	N/A	lncRNA-Protein	regulation	TTTY 15丨interact with丨DNA (cytosine-5)-methyltransferase 3A (DNMT3A)	31311130	2019	Male-Specific Long Noncoding RNA TTTY15 Inhibits Non-Small Cell Lung Cancer Proliferation and Metastasis via TBX4.
EL5799	TUG1	Homo sapiens	Apoptosis	N/A	Gene regulation	Disease diagnosis	lung adenocarcinoma	Cancer	N/A	N/A	knockdown,	LAD cell	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	regulation	TUG1丨suppressed丨BAX expression丨through丨interacting with丨EZH2	29254212	2017	Nhibition of BAX reversed the induced apoptosis by TUG1 knockdown
EL5799	TUG1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	adenomyosis	Others	N/A	N/A	knockdown, overexpression,	Thirty paired eutopic and ectopic endometrial tissue samples	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	regulation	TUG1丨through丨recruiting丨the enhancer of zeste homolog 2 (EZH2)丨to丨the promoter of tissue inhibitor of metalloproteinases 2 (TIMP2)丨regulating its expression	30593723	2019	Upregulation of long noncoding RNA TUG1 by EGR1 promotes adenomyotic epithelial cell migration and invasion through recruiting EZH2 and suppressing TIMP2.
EL5799	TUG1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	pancreatic cancer	Cancer	N/A	N/A	qRT-PCR, Knockdown, RIP, ChIP,	PC tissue and PC cell lines, a xenograft model	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	TUG1丨recruit丨enhancer of zeste homolog 2 (EZH2)丨to丨the promoter regions of Rho family GTPase 3 (RND3) and metallothionein 2A (MT2A)丨inhibit丨their expression at the transcriptional level	30787623	2019	Knockdown of TUG1 blocked the cell cycle and accelerated apoptosis, thereby inhibiting the proliferation of PC cells. In addition, RIP experiments showed that TUG1 can recruit enhancer of zeste homolog 2 (EZH2) to the promoter regions of Rho family GTPase 3 (RND3) and metallothionein 2A (MT2A) and inhibit their expression at the transcriptional level. Furthermore, ChIP experiments demonstrated that EZH2 could bind to the promoter regions of RND3 and MT2A. The knockdown of TUG1 reduced this binding capacity.
EL5799	TUG1	Homo sapiens	Apoptosis, Cell proliferation	N/A	Gene regulation	Disease treatment	glioma	Cancer	Temozolomide	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	glioma cells	N/A	down-regulated	interaction	EZH2	Regulate	down-regulated	lncRNA-Protein	binding	TUG1|bind|EZH2| inhibit| the cancer stem cell-like properties of temozolomide-resistant glioma cells	34036375	2021	lncRNA TUG1 inhibits the cancer stem cell-like properties of temozolomide-resistant glioma cells by interacting with EZH2.
EL5799	TUG1	Homo sapiens	Cell proliferation	N/A	Gene regulation	Therapeutic target	glioma	Cancer	N/A	N/A	knockdown	A172/TMZ cells	N/A	down-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-DNA	regulation	TUG1|downregulate|EZH2	34036375	2021	lncRNA TUG1 inhibits the cancer stem cell-like properties of temozolomide-resistant glioma cells by interacting with EZH2.
EL5803	TUSC7	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Therapeutic target	colorectal cancer	Cancer	N/A	N/A	luciferase reporter assay, western blot	colorectal cancer tissues and cell lines	N/A	down-regulated	interaction	PDE7A	Regulate	down-regulated	lncRNA-mRNA	regulation	TUSC7 |downregulate |PDE7A	33370523	2020	The expression of TUSC7 suppressed colorectal cancer progression through the TUSC7/miR-23b/PDE7A axis, suggesting that TUSC is a potential target for therapeutic intervention in colorectal cancer.
EL5816	U90926	Homo sapiens	Disease-relevant functions	N/A	Decoy for hijacking proteins	Therapeutic target	ischemic stroke	Others	N/A	N/A	knockdown	microglia	N/A	up-regulated	interaction	MDH2	Regulate	N/A	lncRNA-Protein	binding	U90926|bind|MDH2	33895326	2021	Microglial lnc-U90926 facilitates neutrophil infiltration in ischemic stroke via MDH2/CXCL2 axis.
EL5902	UCA1	Homo sapiens	Cell proliferation	N/A	Recruiting protein complexes	Promote disease	lung adenocarcinoma	Cancer	cisplatin	N/A	qRT-PCR, knockdown, Western blot, overexpression, RIP	human LUAD and normal tissues, LUAD cell lines, nude mice	N/A	up-regulated	interaction	ENO1	Regulate	up-regulated	lncRNA-Protein	binding	UCA1|bind|ENO1|promote|lung adenocarcinoma and cisplatin resistance	34544452	2021	UCA1 promoted LUAD progression and cisplatin resistance and hence could be a potential diagnostic marker and therapeutic target in humans with LUAD.
EL5902	UCA1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Promote disease	renal cell carcinoma	Cancer	N/A	N/A	knockdown, dual-luciferase reporter assays	renal cell carcinoma tissues, adjacent normal tissues	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	Urothelial carcinoma-associated 1丨promoted丨renal cell carcinoma progression丨through丨enhancer of zeste homolog 2丨interacted with丨mir-495	28466784	2017	Urothelial carcinoma-associated 1 promoted renal cell carcinoma progression through enhancer of zeste homolog 2 and interacted with miR-495.
EL5902	UCA1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	gastric cancer	Cancer	N/A	N/A	knockdown,RNA-seq	gastric cancer cells	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	UCA1丨promotes丨cell proliferation progression丨through丨repressing丨p21 and Sprouty RTK signaling antagonist 1 (SPRY1) expression丨by丨binding to丨EZH2	31689615	2019	UCA1 could mediate the trimethylation of H3K27 in promoters of p21 and SPRY1.
EL5902	UCA1	Homo sapiens	Apoptosis	N/A	Signaling pathways regulation	Therapeutic target	gastric cancer	Cancer	cisplatin	N/A	Knockdown, qRT-PCR, western blot, Luciferase reporter assay, RIP, RNA pull-down	GC tissues and matched normal tissues, GC cell lines HGC27, MKN45, MGC803, MKN28, AGS, SGC7901 and the immortalized normal gastric epithelial cell line GES-1	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	UCA1丨promotes丨cisplatin resistance of GC丨via丨recruiting EZH2丨activating丨PI3K/AKT pathway	32328192	2020	Our research revealed the lncRNA UCA1 promoted the cisplatin resistance of GC by recruiting EZH2 and activating PI3K/AKT pathway to modulate cell apoptosis, indicating treatments targeting UCA1 or EZH2 might provide meaningful therapeutic strategies for cisplatin-resistance GC patients
EL5902	UCA1	Homo sapiens	Cell proliferation	N/A	Gene regulation	Disease diagnosis	N/A	N/A	ox-LDL	N/A	Knockdown, qRT-PCR, western blot, dual-Luciferase reporter assay, RIP, ChIP,	vascular smooth muscle cells	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	The interaction between UCA1 and EZH2 丨 confirmed丨by丨RIP assay	32346422	2020	Downregulated UCA1 accelerates VSMCs to proliferate and migrate through negatively regulating MMP9 level.
EL5902	UCA1	Homo sapiens	Apoptosis	Nucleus	Recruiting protein complexes	Promote disease	sepsis-induced pneumonia	Others	CLP, LPS	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	CLP rat lung tissues and LPS-induced RLE-6TN cells	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	UCA1|bind| EZH2| downregulate|HOXA1|promote| inflammatory response in sepsis-induced pneumonia	35018436	2022	UCA1 upregulates EZH2 to promote inflammatory response in sepsis-induced pneumonia via inhibiting HOXA1.
EL5902	UCA1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	bladder cancer	Cancer	N/A	N/A	microarray, qRT-PCR, western blot,	pCDNA3.1(+)-UCA1α over-expression vector was transfected into UM-UC-2 bladder cancer cells.	N/A	up-regulated	interaction	GSTA3	Regulate	N/A	lncRNA-DNA	regulation	GSTA3丨increased丨after丨over-expression of lncRNA UCA1α	28815726	2018	Urothelial carcinoma associated 1α (UCA1α) is a novel long non-coding RNA (lncRNA) that regulates bladder cancer proliferation, migration, and invasion.
EL5902	UCA1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Promote disease	pituitary tumor	Cancer	N/A	N/A	qRT-PCR, western blot, overexpression	pituitary tumor samples and normal pituitary tissues, rat pituitary cancer cell lines	N/A	up-regulated	interaction	HK2	Regulate	up-regulated	lncRNA-mRNA	regulation	UCA1 | upregulate | HK2 | promote | glycolysis of pituitary tumors promote human pituitary tumor	32909148	2020	Taken together, our investigation revealed an oncogenic role of lncRNA-UCA1 through upregulating glycolysis of pituitary tumors.
EL5902	UCA1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Promote disease	pituitary tumor	Cancer	N/A	N/A	qRT-PCR, western blot, overexpression	pituitary tumor samples and normal pituitary tissues, rat pituitary cancer cell lines	N/A	up-regulated	interaction	LDHA	Regulate	up-regulated	lncRNA-mRNA	regulation	UCA1 | upregulate | LDHA | promote | glycolysis of pituitary tumors promote human pituitary tumor	32909148	2020	Taken together, our investigation revealed an oncogenic role of lncRNA-UCA1 through upregulating glycolysis of pituitary tumors.
EL5908	UFC1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Promote disease	non-small cell lung cancer	Cancer	N/A	N/A	knockdown, immunoprecipitation, qRT-PCR	tumor tissues, serum, and serum exosomes	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	UFC1丨bound to丨EZH2丨mediated丨its accumulation丨at the promoter region of PTEN gene丨resulting in丨the trimethylation of H3K27 and the inhibition of PTEN expression	32242003	2020	Exosome-transmitted lncRNA UFC1 promotes non-small-cell lung cancer progression by EZH2-mediated epigenetic silencing of PTEN expression.
EL5914	ULK4P2	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	hepatocellular carcinoma	Cancer	N/A	N/A	microarray, qRT-PCR	HBV-related HCC tissue	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	RNA ULK4P2丨combined with丨enhancer of zeste homolog 2	26109807	2015	Four upregulated lncRNAs were randomly selected and analyzed for their expression levels in tissue samples from 14 HBV-related HCC patients. The corresponding non-tumor tissues were analyzed via qPCR, in which the obtained results are consistent with the microarray data. The upregulated large intergenic noncoding RNA ULK4P2 was physically combined with enhancer of zeste homolog 2. Therefore, the lncRNAs may participate in regulating HBV-related HCC.
EL5916	UNC5B-AS1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Promote disease	ovarian cancer	Cancer	N/A	N/A	qRT-PCR, western blot, Rescue assay	OC cells	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	UNC5B-AS1丨promoted丨ovarian cancer progression丨by丨regulating丨the H3K27me on NDRG2丨via丨EZH2	31903696	2020	UNC5B-AS1 promoted ovarian cancer progression by regulating the H3K27me on NDRG2 via EZH2.
EL5918	UNMIBC	Homo sapiens	Cell proliferation	N/A	Gene regulation	Prognosis	nonmuscle invasive bladder cancer	Cancer	N/A	N/A	qRT-PCR, RNA immunoprecipitation	patients with primary nonmuscle invasive bladder cancer	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	LncRNA-UNMIBC丨associated with丨EZH2 and SUZ12丨leading to丨an altered histone H3 lysine 27 methylation status of target genes	27267320	2016	LncRNA-UNMIBC can facilitate tumor growth and may act as a negative prognostic factor of recurrence.
EL5963	WFDC21P	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	hepatocellular carcinoma	Cancer	N/A	N/A	qRT-PCR,wound healing,transwell assay,colony formation assay,MTT assay	clinical HCC samples,	N/A	down-regulated	interaction	PFKP	Regulate	N/A	lncRNA-Protein	regulation	WFDC21P丨inhibit丨glycolysis丨by丨simultaneously丨interact with丨PFKP丨and丨PKM2丨in丨glycolysis	31959898	2020	Nur77-activated lncRNA WFDC21P attenuates hepatocarcinogenesis via modulating glycolysis.
EL5985	XIST	Homo sapiens	Disease resistance	Nucleus	Gene regulation	Disease diagnosis	diarrhea-predominant irritable bowel syndrome	Others	N/A	N/A	Luciferase reporter assays, RIP, CHIP, FISH	IBS-D mouse models	N/A	up-regulated	interaction	DNMT1	Regulate	up-regulated	lncRNA-Protein	regulation	XIST|upregulate|DNMT1, DNMT3A DNMT3B|downregulate|SERT|promote|mice with diarrhea-predominant IBS	32446903	2020	LncRNA XIST was observed to recruit methylase DNMT1, DNMT3A and DNMT3B to promote SERT promoter methylation, reducing its expression. Restoration of lncRNA XIST resulted in increased AWR score, counts of peristaltic wave, abdominal wall contraction and defecation particles along with stimulated 5-HT expression and SERT methylation level, while downregulation of lncRNA XIST reversed these effects. In conclusion, the key findings from our study indicated that lncRNA XIST acts as a regulator in 5-HT-induced visceral hypersensitivity in mice with IBS-D, providing a new insight into the regulatory effect of lncRNA XIST and its epigenetic diagnostic and therapeutic properties in IBS-D.
EL5985	XIST	Homo sapiens	Disease resistance	Nucleus	Gene regulation	Disease diagnosis	diarrhea-predominant irritable bowel syndrome	Others	N/A	N/A	Luciferase reporter assays, RIP, CHIP, FISH	IBS-D mouse models	N/A	up-regulated	interaction	DNMT3A	Regulate	up-regulated	lncRNA-Protein	regulation	XIST|upregulate|DNMT1, DNMT3A DNMT4B|downregulate|SERT|promote|mice with diarrhea-predominant IBS	32446903	2020	LncRNA XIST was observed to recruit methylase DNMT1, DNMT3A and DNMT3B to promote SERT promoter methylation, reducing its expression. Restoration of lncRNA XIST resulted in increased AWR score, counts of peristaltic wave, abdominal wall contraction and defecation particles along with stimulated 5-HT expression and SERT methylation level, while downregulation of lncRNA XIST reversed these effects. In conclusion, the key findings from our study indicated that lncRNA XIST acts as a regulator in 6-HT-induced visceral hypersensitivity in mice with IBS-D, providing a new insight into the regulatory effect of lncRNA XIST and its epigenetic diagnostic and therapeutic properties in IBS-D.
EL5985	XIST	Homo sapiens	Disease resistance	Nucleus	Gene regulation	Disease diagnosis	diarrhea-predominant irritable bowel syndrome	Others	N/A	N/A	Luciferase reporter assays, RIP, CHIP, FISH	IBS-D mouse models	N/A	up-regulated	interaction	DNMT3B	Regulate	up-regulated	lncRNA-Protein	regulation	XIST|upregulate|DNMT1, DNMT3A DNMT5B|downregulate|SERT|promote|mice with diarrhea-predominant IBS	32446903	2020	LncRNA XIST was observed to recruit methylase DNMT1, DNMT3A and DNMT3B to promote SERT promoter methylation, reducing its expression. Restoration of lncRNA XIST resulted in increased AWR score, counts of peristaltic wave, abdominal wall contraction and defecation particles along with stimulated 5-HT expression and SERT methylation level, while downregulation of lncRNA XIST reversed these effects. In conclusion, the key findings from our study indicated that lncRNA XIST acts as a regulator in 7-HT-induced visceral hypersensitivity in mice with IBS-D, providing a new insight into the regulatory effect of lncRNA XIST and its epigenetic diagnostic and therapeutic properties in IBS-D.
EL5985	XIST	Homo sapiens	Cell proliferation	N/A	Gene regulation	Promote disease	osteosarcoma	Cancer	N/A	N/A	knockdown,	OS cell	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	Xist丨repress丨P21 expression丨to丨regulate丨OS cell cycle and proliferation丨by丨binding to EZH2	29254174	2017	Xist promotes proliferation of osteosarcoma by epigenetic silencing of P21
EL5985	XIST	Homo sapiens	Cell proliferation	N/A	Gene regulation	Promote disease	neuroblastoma	Cancer	N/A	N/A	qRT-PCR, western blot, ChIP-qRT-PCR, RIP, RNA pull-down,	neuroblastoma tissues and cell lines	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-DNA	regulation	XIST丨increased丨the level of H3K27me3丨in DKK1 promoter丨via丨interacting with丨EZH2	31208278	2019	LncRNA XIST facilitates cell growth, migration and invasion via modulating H3 histone methylation of DKK1 in neuroblastoma.
