ID	LncRNA name	Species	Biological processes	Cellular component	Molecular fucntions	Clinical applications	Disease	Disease category	drug Resistance/chemoresistance/stress	Mutation	Methods	Sample	Organoid	Expression pattern	Function type	Interaction target	Mode of interaction	Expression pattern of Interaction target	Level of interaction	Type of interaction	Detailed Pathway	PMID	Year	Description of disease/function/interaction	Matches
EL5151	SIKIAT1	Homo sapiens	Disease-relevant functions	N/A	Transcription regulation	Disease diagnosis	sepsis-induced kidney injury	Others	lipopolysaccharide (LPS)	N/A	qRT-PCR,cell transfection,luciferase assay,flow cytometry,RNA pull down,western blot	sepsis-induced AKI patients	N/A	up-regulated	interaction	miR-96-3p	Regulate	N/A	lncRNA-miRNA	binding	SIKIAT1丨acts as丨a ceRNA丨for丨miR-96-3p丨to丨enhance丨FOXA1丨and 丨promote丨HK-2 cell apoptosis	32342116	2020	SIKIAT1/miR-96/FOXA1 axis regulates sepsis-induced kidney injury through induction of apoptosis.	
EL5155	SIRLNT	Homo sapiens	Apoptosis	N/A	Sponging miRNAs	Disease treatment	ovarian cancer	Cancer	N/A	N/A	knockdown, overexpression	Ovarian Cancer tissues, cell lines	N/A	up-regulated	interaction	miR-150-5p	Regulate	down-regulated	lncRNA-miRNA	binding	lncRNA-PRLB|bind|miR-150-5p|activate|RSF1/NF-κB Signaling pathway|promote| Confers Paclitaxel Resistance of Ovarian Cancer cells	33156701	2021	lncRNA-PRLB Confers Paclitaxel Resistance of Ovarian Cancer cells by Regulating RSF1/NF-κB Signaling pathway	
EL5155	SIRLNT	Homo sapiens	Disease-relevant functions	N/A	Transcription regulation	Therapeutic target	breast cancer	Cancer	N/A	N/A	overexpression, knockdown,	breast cancer tissues, breast cancer cell lines	N/A	up-regulated	interaction	miR-4766-5p	Regulate	N/A	lncRNA-miRNA	regulation	SIRT1丨inhibited丨by丨both丨lncRNA-PRLB knockdown丨and丨miR-4766-5p overexpression	29752439	2018	A novel long non-coding RNA-PRLB acts as a tumor promoter through regulating miR-4766-5p/SIRT1 axis in breast cancer.	
EL5160	Six3os1	Homo sapiens	Apoptosis	N/A	Gene regulation	Disease treatment	depression	Others	GP	N/A	overexpression, knockdown	Depression patients'cell	N/A	up-regulated	interaction	miR-511-3p	Regulate	down-regulated	lncRNA-miRNA	regulation	Six3os1|upregulate|mir -511-3p|inhibit| Oxidative Stress of Mice With Depression-Like Behaviors	33195189	2020	Geniposide Alleviates Oxidative Stress of Mice With Depression-Like Behaviors by Upregulating Six3os1	
EL5164	SLC16A1-AS1	Homo sapiens	Cell proliferation	Cytoplasm, Nucleus	Sponging miRNAs	Inhibit disease	oral squamous cell carcinoma	Cancer	N/A	N/A	qRT-PCR, knockdown, RNA pull-down, overexpression	OSCC cells and OSCC tissue samples	N/A	down-regulated	interaction	miR-5088-5p	Regulate	up-regulated	lncRNA-miRNA	binding	SLC16A1-AS1|bind|miR-5088-5p|inhibit|oral squamous cell carcinoma	35829849	2023	SLC16A1-AS1 was downregulated in OSCC and it may inhibit cell proliferation by suppressing maturation of miR-5088-5p.	
EL5165	SLC20A1-1	Homo sapiens	Apoptosis	N/A	Sponging miRNAs	Promote disease	intervertebral disc degeneration	Others	N/A	N/A	qRT-PCR, Dual-luciferase reporter assays	nuclear pulposus cells (NPCs)	N/A	up-regulated	interaction	miR-146a-5p	Regulate	N/A	lncRNA-miRNA	binding	SLC20A1-1|sponge|miR-146a-5p	35349375	2022	Long Noncoding RNA SLC20A1-1 Induces Nucleus Pulposus Apoptosis by Sponging miR-146a-5p.	
EL5166	SLC25A15	Homo sapiens	Cell Differentiation	N/A	Sponging miRNAs	Inhibit disease	hepatocellular carcinoma	Cancer	N/A	N/A	qRT-PCR	hepatic tumors, mice	N/A	down-regulated	interaction	miR-183-5p	Regulate	N/A	lncRNA-miRNA	binding	LNC-HC丨inhibited丨the proliferation丨of丨HCC cells丨by丨directly丨interacting丨 with丨hsa-miR-183-5p	32278306	2020	Overall, human LNC-HC was identified as a novel tumor suppressor that could inhibit HCC cell proliferation in vitro and suppress tumor growth in vivo by competitively binding hsa-miR-183-5p as a competing endogenous RNA (ceRNA).	
EL5167	SLC25A21-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Therapeutic target	glioma	Cancer	N/A	N/A	qRT-PCR, overexpression	glioma cells	N/A	down-regulated	interaction	miR-221-3p	Regulate	up-regulated	lncRNA-miRNA	binding	SLC25A21-AS1|bind|miR-221-3p|promote|glioma	35266110	2022	Overexpression of SLC25A21-AS1 inhibited glioma progression via miR-221-3p/miR-222-3p.	
EL5167	SLC25A21-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Therapeutic target	glioma	Cancer	N/A	N/A	qRT-PCR, overexpression	glioma cells	N/A	down-regulated	interaction	miR-222-3p	Regulate	up-regulated	lncRNA-miRNA	binding	SLC25A21-AS1|bind|miR-222-3p|promote|glioma	35266110	2022	Overexpression of SLC25A21-AS1 inhibited glioma progression via miR-221-3p/miR-222-4p.	
EL5168	SLC25A25-AS1	Homo sapiens	Apoptosis , Cell proliferation	N/A	Signaling pathways regulation	Disease treatment	non-small cell lung cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot	NSCLC cells	N/A	up-regulated	interaction	miR-195-5p	Regulate	down-regulated	lncRNA-miRNA	regulation	SLC25A25-AS1|downregulate|microRNA-195-5p|upregulate|ITGA2| promote| oncogenic roles in non-small cell lung cancer	34055094	2021	Long non-coding RNA SLC25A25-AS1 exhibits oncogenic roles in non-small cell lung cancer by regulating the microRNA-195-5p/ITGA2 axis.	
EL5169	SLC25A5-AS1	Homo sapiens	Apoptosis	N/A	Signaling pathways regulation	Promote disease	gastric cancer	Cancer	N/A	N/A	luciferase reporter assay, mimics, rescue experiment,	GC than that of adjacent normal tissues	N/A	down-regulated	interaction	miR-19a-3p	Regulate	N/A	lncRNA-miRNA	binding	SLC25A5-AS1丨interact with丨miR-19a-3p丨to丨restore丨the ability丨of丨GC cell proliferation丨and丨the inhibition of cell apoptosis	30793479	2019	Down-regulated lncRNA SLC25A5-AS1 facilitates cell growth and inhibits apoptosis via miR-19a-3p/PTEN/PI3K/AKT signalling pathway in gastric cancer.	
EL5170	SLC26A3-1.b	Homo sapiens	Cisplatin and phenanthriplatin modulate long-noncoding RNA expression in A549 and IMR90 cells	N/A	Gene regulation	N/A	N/A	N/A	phenanthriplatin	N/A	qRT-PCR	A549 , IMR90 cells	N/A	down-regulated	interaction	miR-149-3p	Regulate	down-regulated	lncRNA-miRNA	regulation	IMMP2L-1, CBR3-1 , ATAD2B-5, AGO2-1, COX7A1-2 , SLC26A3-1.b|downregulate| miR-25-5p, -30a-3p, -138-5p, -149-3p, -185-5p, -378j, -608, -650, -708-5p, -1253, -1254, -4458, and -4516|promote|Cisplatin and phenanthriplatin modulate long-noncoding RNA expression in A549 and IMR90 cells	34001990	2021	The cisplatin upregulated lncRNAs, IMMP2L-1, CBR3-1 and ATAD2B-5, and the phenanthriplatin downregulated lncRNAs, AGO2-1, COX7A1-2 and SLC26A3-1. Then, we used qRT-PCR to measure the expression of miR-25-5p, -378j, -4516 (A549) and miR-149-3p, -608, and -4458 (IMR90) to identify distinct signaling effects associated with cisplatin and phenanthriplatin.	
EL5170	SLC26A3-1.b	Homo sapiens	Cisplatin and phenanthriplatin modulate long-noncoding RNA expression in A549 and IMR90 cells	N/A	Gene regulation	N/A	N/A	N/A	phenanthriplatin	N/A	qRT-PCR	A549 , IMR90 cells	N/A	down-regulated	interaction	miR-25-5p	Regulate	down-regulated	lncRNA-miRNA	regulation	IMMP2L-1, CBR3-1 , ATAD2B-5, AGO2-1, COX7A1-2 , SLC26A3-1.b|downregulate| miR-25-5p, -30a-3p, -138-5p, -149-3p, -185-5p, -378j, -608, -650, -708-5p, -1253, -1254, -4458, and -4516|promote|Cisplatin and phenanthriplatin modulate long-noncoding RNA expression in A549 and IMR90 cells	34001990	2021	The cisplatin upregulated lncRNAs, IMMP2L-1, CBR3-1 and ATAD2B-5, and the phenanthriplatin downregulated lncRNAs, AGO2-1, COX7A1-2 and SLC26A3-1. Then, we used qRT-PCR to measure the expression of miR-25-5p, -378j, -4516 (A549) and miR-149-3p, -608, and -4458 (IMR90) to identify distinct signaling effects associated with cisplatin and phenanthriplatin.	
EL5170	SLC26A3-1.b	Homo sapiens	Cisplatin and phenanthriplatin modulate long-noncoding RNA expression in A549 and IMR90 cells	N/A	Gene regulation	N/A	N/A	N/A	phenanthriplatin	N/A	qRT-PCR	A549 , IMR90 cells	N/A	down-regulated	interaction	miR-378j	Regulate	down-regulated	lncRNA-miRNA	regulation	IMMP2L-1, CBR3-1 , ATAD2B-5, AGO2-1, COX7A1-2 , SLC26A3-1.b|downregulate| miR-25-5p, -30a-3p, -138-5p, -149-3p, -185-5p, -378j, -608, -650, -708-5p, -1253, -1254, -4458, and -4516|promote|Cisplatin and phenanthriplatin modulate long-noncoding RNA expression in A549 and IMR90 cells	34001990	2021	The cisplatin upregulated lncRNAs, IMMP2L-1, CBR3-1 and ATAD2B-5, and the phenanthriplatin downregulated lncRNAs, AGO2-1, COX7A1-2 and SLC26A3-1. Then, we used qRT-PCR to measure the expression of miR-25-5p, -378j, -4516 (A549) and miR-149-3p, -608, and -4458 (IMR90) to identify distinct signaling effects associated with cisplatin and phenanthriplatin.	
EL5170	SLC26A3-1.b	Homo sapiens	Cisplatin and phenanthriplatin modulate long-noncoding RNA expression in A549 and IMR90 cells	N/A	Gene regulation	N/A	N/A	N/A	phenanthriplatin	N/A	qRT-PCR	A549 , IMR90 cells	N/A	down-regulated	interaction	miR-4458	Regulate	down-regulated	lncRNA-miRNA	regulation	IMMP2L-1, CBR3-1 , ATAD2B-5, AGO2-1, COX7A1-2 , SLC26A3-1.b|downregulate| miR-25-5p, -30a-3p, -138-5p, -149-3p, -185-5p, -378j, -608, -650, -708-5p, -1253, -1254, -4458, and -4516|promote|Cisplatin and phenanthriplatin modulate long-noncoding RNA expression in A549 and IMR90 cells	34001990	2021	The cisplatin upregulated lncRNAs, IMMP2L-1, CBR3-1 and ATAD2B-5, and the phenanthriplatin downregulated lncRNAs, AGO2-1, COX7A1-2 and SLC26A3-1. Then, we used qRT-PCR to measure the expression of miR-25-5p, -378j, -4516 (A549) and miR-149-3p, -608, and -4458 (IMR90) to identify distinct signaling effects associated with cisplatin and phenanthriplatin.	
EL5170	SLC26A3-1.b	Homo sapiens	Cisplatin and phenanthriplatin modulate long-noncoding RNA expression in A549 and IMR90 cells	N/A	Gene regulation	N/A	N/A	N/A	phenanthriplatin	N/A	qRT-PCR	A549 , IMR90 cells	N/A	down-regulated	interaction	miR-4516	Regulate	down-regulated	lncRNA-miRNA	regulation	IMMP2L-1, CBR3-1 , ATAD2B-5, AGO2-1, COX7A1-2 , SLC26A3-1.b|downregulate| miR-25-5p, -30a-3p, -138-5p, -149-3p, -185-5p, -378j, -608, -650, -708-5p, -1253, -1254, -4458, and -4516|promote|Cisplatin and phenanthriplatin modulate long-noncoding RNA expression in A549 and IMR90 cells	34001990	2021	The cisplatin upregulated lncRNAs, IMMP2L-1, CBR3-1 and ATAD2B-5, and the phenanthriplatin downregulated lncRNAs, AGO2-1, COX7A1-2 and SLC26A3-1. Then, we used qRT-PCR to measure the expression of miR-25-5p, -378j, -4516 (A549) and miR-149-3p, -608, and -4458 (IMR90) to identify distinct signaling effects associated with cisplatin and phenanthriplatin.	
EL5170	SLC26A3-1.b	Homo sapiens	Cisplatin and phenanthriplatin modulate long-noncoding RNA expression in A549 and IMR90 cells	N/A	Gene regulation	N/A	N/A	N/A	phenanthriplatin	N/A	qRT-PCR	A549 , IMR90 cells	N/A	down-regulated	interaction	miR-608	Regulate	down-regulated	lncRNA-miRNA	regulation	IMMP2L-1, CBR3-1 , ATAD2B-5, AGO2-1, COX7A1-2 , SLC26A3-1.b|downregulate| miR-25-5p, -30a-3p, -138-5p, -149-3p, -185-5p, -378j, -608, -650, -708-5p, -1253, -1254, -4458, and -4516|promote|Cisplatin and phenanthriplatin modulate long-noncoding RNA expression in A549 and IMR90 cells	34001990	2021	The cisplatin upregulated lncRNAs, IMMP2L-1, CBR3-1 and ATAD2B-5, and the phenanthriplatin downregulated lncRNAs, AGO2-1, COX7A1-2 and SLC26A3-1. Then, we used qRT-PCR to measure the expression of miR-25-5p, -378j, -4516 (A549) and miR-149-3p, -608, and -4458 (IMR90) to identify distinct signaling effects associated with cisplatin and phenanthriplatin.	
EL5173	SLC2A1-DT	Homo sapiens	Cell proliferation	Cytoplasm	Gene regulation	Promote disease	lung adenocarcinoma	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	LUAD cell	N/A	up-regulated	interaction	miR-508-5p	Regulate	down-regulated	lncRNA-miRNA	binding	SLC2A1-AS1 | bind | miR-508-5p |inhibit | cancer cell proliferation	33580997	2021	these findings suggest that TFAP2A-mediated lncRNA SLC2A1-AS1 works as an oncogene to drive cancer cell proliferation.	
EL5181	SLC7A11-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Prognosis	gastric cancer	Cancer	N/A	N/A	knockdown, overexpression	GC cells	N/A	down-regulated	interaction	miR-33a-5p	Regulate	up-regulated	lncRNA-miRNA	binding	SLC7A11-AS1|bind|miR-33a-5p|bind| xCT |inhibit|gastric cancer cisplatin-resistance	35367340	2022	low SLC7A11-AS1 expression activated the p38MAPK-JNK signaling pathway, and increased the expression of cisplatin export gene ATP7A and the GSH biosynthesis gene GCLM in GC. SLC7A11-AS1 directly suppressed xCT expression, while miR-33a-5p remarkably reduced SLC7A11-AS1 and xCT expression by directly targeting the SLC7A11-AS1 and xCT 3'UTRs.	
EL5181	SLC7A11-AS1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease treatment	lung cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, RNA Pull-down	Lung Cancer tissues, cells	N/A	up-regulated	interaction	miR-4775	Regulate	down-regulated	lncRNA-miRNA	regulation	SLC7A11-AS1|Downregulate|miR-4775|Promote| Contributes to Lung Cancer Progression Through Facilitating TRAIP Expression	32636648	2020	LncRNA SLC7A11-AS1 Contributes to Lung Cancer Progression Through Facilitating TRAIP Expression by Inhibiting miR-4775	
EL5183	SLC9A3-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Therapeutic target	nasopharyngeal carcinoma	Cancer	N/A	N/A	qRT-PCR	NPC cells	N/A	up-regulated	interaction	miR-486-5p	Regulate	N/A	lncRNA-miRNA	binding	SLC9A3-AS1|bind|miR-486-5p	34165171	2021	Long noncoding RNA SLC9A3-AS1 increases E2F6 expression by sponging microRNA-486-5p and thus facilitates the oncogenesis of nasopharyngeal carcinoma.	
EL5183	SLC9A3-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Promote disease	liver cancer	Cancer	triptolide	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	liver cancer cells	N/A	up-regulated	interaction	miR-449b-5p	Regulate	down-regulated	lncRNA-miRNA	binding	SLC9A3-AS1|bind|miR-449b-5p|upregulate|LDHA|promote|liver cancer	36946780	2023	LncRNA SLC9A3-AS1 was up-regulated in liver cancer tissue samples and cells. Knockdown of SLC9A3-AS1 notably further inhibited viability, migration as well as invasion in Huh7 cells. MiR-449b-5p was the direct downstream miRNA of SLC9A3-AS1 and was down-regulated by SLC9A3-AS1 in Huh7 cells. In addition, miR-449b-5p was reduced in liver cancer tissues and cells.	
EL5183	SLC9A3-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Prognosis	non-small cell lung cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, Luciferase reporter assays	tissue of NSLCC patients and NSCLC cell lines	N/A	up-regulated	interaction	miR-760	Regulate	down-regulated	lncRNA-miRNA	binding	SLC9A3-AS1 | bind | miR-760 | promote | oncogenesis of NSCLC	35300063	2022	lncRNA SLC9A3-AS1 Promotes Oncogenesis of NSCLC via Sponging microRNA-760 and May Serve as a Prognosis Predictor of NSCLC Patients	
EL5184	SLC9A3-OT1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Disease treatment	hepatocellular carcinoma	Cancer	N/A	N/A	qRT-PCR	hepatocellular carcinoma cells	N/A	up-regulated	interaction	miR-601	Regulate	down-regulated	lncRNA-miRNA	binding	PP7080|bind|mir-601|bind|SIRT1| promote| hepatocellular carcinoma development	33955831	2021	Long noncoding RNA PP7080 promotes hepatocellular carcinoma development by sponging mir-601 and targeting SIRT1.	
EL5184	SLC9A3-OT1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Promote disease	lung adenocarcinoma	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays, immunofluorescence assay	lung adenocarcinoma cell and tissue	N/A	up-regulated	interaction	miR-670-3p	Regulate	down-regulated	lncRNA-miRNA	binding	PP7080|bind|miR-670-3p|bind|UHRF1BP1|promote|proliferation and migration of lung adenocarcinoma cells	33844396	2021	PP7080 expedites the proliferation and migration of LUAD cell via sponging miR-670-3p and modulating UHRF1BP1.	
EL5185	Slco4a1	Homo sapiens	Apoptosis	N/A	Sponging miRNAs	Therapeutic target	Kawasaki disease	Others	N/A	N/A	qRT-PCR, Western blot, Northern blot, Dual-luciferase reporter assays, RIP, ELISA	human umbilical vein endothelial cells	N/A	up-regulated	interaction	miR-335-5p	Regulate	down-regulated	lncRNA-miRNA	binding	Slco4a1|bind|miR-335-5p| regulate| the progression of human umbilical vein endothelial cells	35282018	2022	lncRNA Slco4a1 regulates the progression of human umbilical vein endothelial cells by targeting the miR-335-5p/POU5F1 axis.	
EL5186	SLCO4A1-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Disease treatment	melanoma	Cancer	N/A	N/A	qRT-PCR, Luciferase reporter assays, FISH, RNA Pull-down, RIP	Human melanoma tissues, normal skin tissues, Human melanoma cells (A375, A2058, M21 and M14), normal melanocyte cell (HEM-a)	N/A	up-regulated	interaction	miR-1306-5p	Regulate	down-regulated	lncRNA-miRNA	binding	SLCO4A1-AS1 | bind | miR-1306-5p | upregulate | PCGF2 | promote | the melanoma cell malignant behaviours	35427425	2022	SLCO4A1-AS1 triggers the malignant behaviours of melanoma cells via sponging miR-1306-5p to enhance PCGF2	
EL5186	SLCO4A1-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Promote disease	gastric cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	HTX1964, Gastric Cancer cells	N/A	up-regulated	interaction	miR-149-5p	Regulate	down-regulated	lncRNA-miRNA	binding	SLCO4A1-AS1|bind|miR-149-5p|upregulate|STAT3|promote|Gastric Cancer	34712324	2021	SLCO4A1-AS1 Facilitates the Malignant Phenotype via miR-149-5p/STAT3 Axis in Gastric Cancer Cells.	
EL5186	SLCO4A1-AS1	Homo sapiens	Cell proliferation, Migration, Invasion, Apoptosis	Cytoplasm	Signaling pathways regulation	Therapeutic target	non-small cell lung cancer	Cancer	N/A	N/A	qRT-PCR, Western blot, RIP	non-small-cell lung cancer tissues, human bronchial epithelial cells, A549, H1299, H1260, H520 cells, Xenograft model,	N/A	up-regulated	interaction	miR-223-3p	Regulate	down-regulated	lncRNA-miRNA	binding	SLCO4A1丨bind丨miR-223-3p丨upregulate丨IKKα丨activate丨NF-κB|promote|the progression of non-small-cell lung cancer	32687454	2020	SLCO4A1-AS1 drove NSCLC progression by activating NF-κB signaling pathway via sponging miR-223-3p to enhance IKKα expression	
EL5186	SLCO4A1-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Inhibit disease	preeclampsia	Others	N/A	N/A	qRT-PCR	PE tissues	N/A	down-regulated	interaction	miR-23a-5p	Regulate	up-regulated	lncRNA-miRNA	binding	SLCO4A1-AS1|bind|miR-23a-5p|downregulate|DYNLRB1 expression|inhibit|Preeclampsia	34754230	2021	lncRNA SLCO4A1-AS1 and DYNLRB1 were downregulated and the expression of miR-23a-5p was upregulated in PE patients compared with healthy controls.	
EL5186	SLCO4A1-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Promote disease	bladder cancer	Cancer	N/A	N/A	qRT-PCR, knockdown	BC tissues	N/A	up-regulated	interaction	miR-335-5p	Regulate	N/A	lncRNA-miRNA	binding	SLCO4A1-AS1丨sponge for丨miR-335-5p	30863101	2019	LncRNA SLCO4A1-AS1 promotes growth and invasion of bladder cancer throughsponging miR-335-5p to upregulate OCT4.	
